-0.081218,-0.343313,-0.541776,0.028930,-0.121919,-0.428920,-0.156886,0.868880,0.645965,0.641580,0.821197,0.294757,0.238704,0.889143,-0.322600,0.877690
0.077439,-0.892495,-0.404095,-0.844330,-0.240040,-0.219577,-0.464675,-0.558898,0.049214,-0.678969,0.842296,0.087716,-0.078657,-0.644607,-0.541904,-0.771941
0.413391,-0.826355,-0.410754,-0.711857,-0.541348,0.209943,-0.569137,-0.747636,-0.242880,-0.741414,0.747535,-0.154852,-0.159110,-0.619397,-0.490615,-0.838628
0.567898,-0.611308,-0.074313,-0.480624,-0.592190,0.546502,-0.547877,-0.839627,-0.613393,-0.458606,0.284870,-0.425108,-0.365025,-0.382952,-0.233962,-0.898290
0.502234,-0.689167,-0.039969,-0.492747,-0.733662,0.465029,0.002191,-0.905282,-0.805218,0.668196,-0.458629,-0.586297,-0.292958,-0.501222,0.762123,-0.918698
0.096817,-0.220414,0.192116,-0.665791,-0.322705,0.536709,-0.062789,-0.927246,-0.676641,0.672647,-0.640551,-0.571209,-0.096913,0.470467,0.926287,-0.893489
-0.233743,0.429872,0.127486,-0.640495,-0.312739,0.465526,0.402909,-0.924657,-0.668358,0.636360,-0.794637,-0.573913,-0.332193,0.275951,0.898010,-0.750218
-0.193591,0.805915,0.563603,-0.289112,0.197461,0.705672,0.652188,-0.911704,-0.647044,0.240084,-0.880678,-0.556135,-0.396285,0.405552,0.870521,0.094854
-0.532609,0.842734,0.640318,-0.024235,0.613928,0.535275,0.758377,-0.765010,-0.624724,-0.145943,-0.794870,-0.800769,-0.376382,0.382688,0.692323,0.821073
-0.674499,0.800218,0.501606,0.080566,0.767070,0.235329,0.695436,-0.440511,-0.754682,0.046807,-0.675172,-0.765011,-0.345758,0.374566,0.203017,0.949383
-0.839708,0.586571,0.169316,-0.794360,0.905659,-0.559081,0.555057,0.030529,-0.723969,-0.215412,-0.339502,-0.423260,-0.511931,0.264170,-0.446108,0.956958
-0.744136,0.260846,0.169791,-0.144324,0.915396,-0.286460,0.012863,-0.229070,-0.628356,-0.682499,-0.200386,-0.067085,-0.286449,-0.783766,-0.802787,0.833929
-0.581578,-0.278187,-0.022585,0.155424,0.855097,-0.493828,-0.247449,0.214550,-0.152176,-0.733830,-0.024768,0.067428,-0.091359,-0.820925,-0.786860,0.660838
-0.462537,-0.409200,0.448623,0.083960,0.891049,-0.698113,-0.082682,0.736281,0.692640,-0.294725,0.506621,0.273999,0.209480,-0.570247,-0.638095,0.483254
-0.003964,-0.170498,0.030169,0.095769,0.666408,-0.786792,-0.660969,0.828472,0.731802,-0.331799,0.822489,0.285956,0.641692,-0.742786,-0.431035,-0.251467
0.310315,0.261352,-0.640373,0.289598,-0.081843,-0.656095,-0.819295,0.842026,0.778931,-0.294989,0.933054,0.109702,0.818127,-0.548098,-0.157358,0.139425
0.506257,0.202119,-0.659501,-0.042713,-0.655434,-0.165855,-0.729278,-0.138704,0.441369,-0.495359,0.944995,-0.131593,0.675102,0.109056,-0.585395,-0.599939
0.531672,-0.025566,-0.385694,-0.142776,-0.738778,0.362538,-0.597493,-0.165610,-0.030112,-0.658055,0.925751,-0.609694,0.593463,0.599758,-0.442748,-0.712866
0.356269,-0.557955,-0.420066,-0.088835,-0.650110,-0.059584,-0.121877,-0.470482,-0.227397,-0.163546,0.874481,-0.528166,0.448816,0.851095,-0.156434,-0.427942
0.532763,-0.315754,0.049088,-0.196518,-0.685880,0.134951,0.416784,-0.610571,-0.142828,0.706555,0.215033,-0.645441,-0.159541,0.844957,0.384241,-0.491416
0.083356,0.046262,-0.149129,-0.667176,-0.534687,0.374879,-0.264338,-0.651349,-0.856977,0.786990,-0.783160,-0.659305,-0.250983,0.818447,0.641572,-0.419908
0.026769,-0.034821,0.252795,-0.086689,-0.456809,0.565926,0.289087,-0.535428,-0.824128,0.588398,-0.858749,-0.363217,-0.607120,0.416479,0.814653,-0.096472
-0.042932,-0.165515,0.560100,-0.031542,0.001070,0.656851,0.605177,-0.235654,-0.707078,0.701782,-0.923611,0.085114,-0.761243,-0.244679,0.802888,0.094002
-0.280976,-0.037742,0.680221,0.095027,0.351413,0.740911,0.598423,-0.081076,-0.561259,0.557921,-0.811879,-0.011788,-0.599060,-0.355055,0.564585,-0.309156
-0.457946,-0.010090,0.463260,-0.456111,0.426271,0.667607,0.533130,0.076542,-0.296896,0.537291,-0.639551,0.131381,-0.414144,-0.311404,0.248357,0.361004
-0.474121,0.034048,0.435000,-0.433388,0.495735,0.572241,0.441037,-0.374928,0.042625,0.207784,-0.397170,0.076359,-0.211028,-0.440212,-0.141841,0.773348
-0.392727,-0.029726,0.285377,-0.335352,0.530680,0.614095,0.167716,-0.448258,-0.047899,-0.157896,-0.172227,0.127929,-0.187647,-0.407376,-0.546443,0.828762
-0.256239,-0.234217,-0.114161,-0.260694,0.534337,0.194797,-0.413016,-0.059914,0.447330,-0.291009,0.236869,0.363127,0.009386,-0.210867,-0.875357,0.847996
-0.162143,0.242312,0.379663,-0.366011,0.526429,-0.079446,-0.427575,0.512996,0.677999,0.139771,0.528809,0.556024,0.445188,0.073416,-0.792360,0.320248
0.097182,0.294115,0.319479,-0.305727,0.293879,-0.134512,-0.650186,0.662741,0.655116,0.031815,0.793198,0.618595,0.641585,0.249972,-0.683280,-0.240171
0.168686,0.267749,-0.094975,0.029486,-0.018043,-0.314077,-0.722808,0.763568,0.484647,-0.500477,0.870594,0.477165,0.597955,-0.185316,-0.561786,-0.271947
0.497752,-0.390704,-0.534746,0.609837,-0.508384,-0.776232,-0.755809,0.457906,0.640321,-0.701527,0.916318,-0.322103,0.597247,-0.015714,-0.009280,-0.452483
0.512639,-0.394075,-0.646576,0.512527,-0.767673,-0.546345,-0.622750,-0.155923,0.189348,-0.706241,0.942413,-0.545200,0.445358,-0.240148,0.020270,-0.642677
0.629539,-0.543619,-0.693137,0.242154,-0.830919,-0.119468,-0.000820,-0.519453,0.198413,-0.184170,0.862922,-0.390271,0.584553,0.273569,-0.355720,-0.263599
0.691240,-0.455386,-0.623414,-0.247613,-0.819213,0.195867,0.182801,-0.431253,0.207892,0.447957,0.477883,-0.557466,0.386384,0.796263,0.014133,0.132150
0.148837,0.337869,-0.282612,-0.680289,-0.609356,0.083122,-0.577566,-0.771223,-0.646886,0.333969,-0.586634,-0.743723,-0.391351,0.819044,0.346486,-0.371079
-0.164150,-0.644507,0.146183,-0.210991,-0.385760,0.212546,0.014488,-0.268936,-0.758923,0.463486,-0.826351,-0.226300,-0.735777,0.401619,0.781433,-0.249957
0.153784,-0.090420,0.700766,0.053897,0.176240,0.577244,0.655137,-0.395461,-0.703611,0.479209,-0.918436,-0.029172,-0.869365,0.152712,0.711253,0.047777
-0.306913,-0.041957,0.662492,-0.146209,0.372613,0.562329,0.576779,-0.022978,-0.558290,0.343091,-0.833307,0.072991,-0.725992,-0.118280,0.715260,-0.254620
-0.480122,0.005074,0.568371,-0.152143,0.457277,0.467513,0.569167,0.101245,-0.327808,0.285027,-0.633327,-0.047004,-0.532998,-0.181376,0.508561,0.137403
-0.488449,0.097655,0.521507,-0.167252,0.458054,0.478447,0.453766,-0.546561,-0.032582,0.014332,-0.233718,0.086833,-0.336136,-0.322122,-0.240590,0.588540
-0.421325,0.199568,0.432357,-0.334689,0.545086,0.608764,0.303640,-0.630381,-0.199270,-0.363377,-0.108571,-0.024982,-0.067209,-0.254368,-0.635858,0.850171
-0.371355,-0.050445,0.182409,-0.277883,0.600957,0.126132,-0.059172,-0.459117,0.153959,-0.305047,-0.101953,0.057356,0.104643,-0.174485,-0.842641,0.874644
-0.163538,-0.078144,-0.137555,-0.374181,0.362748,-0.188869,-0.383436,-0.157972,0.636055,-0.037220,0.183460,0.216609,0.293325,-0.068018,-0.849358,0.829300
0.172555,0.238903,0.365144,-0.368690,0.209898,-0.068697,-0.440976,0.682217,0.693723,-0.057314,0.503230,0.471496,0.483480,-0.354380,-0.670175,0.078102
0.054740,-0.028265,-0.029696,-0.074565,0.192150,-0.580434,-0.700035,0.882959,0.674124,-0.062503,0.819734,0.624474,0.620715,-0.293482,-0.537883,-0.453369
0.723709,0.208153,-0.428690,0.752396,-0.538938,-0.224627,-0.777140,0.803654,0.686307,-0.783858,0.894875,0.232817,0.723244,-0.226663,-0.022209,-0.425527
